Date,precipMM,tempC
2018-05-23,1.2,24.0
2018-05-24,0.0,24.75
2018-05-25,0.6000000000000001,25.5
2018-05-26,0.0,27.625
2018-05-27,0.5,29.75
2018-05-28,1.5,28.25
2018-05-29,2.3,25.75
2018-05-30,8.0,22.375
2018-05-31,0.0,25.5
2018-06-01,0.0,26.875
2018-06-02,5.8,22.125
2018-06-03,0.0,19.5
2018-06-04,0.0,21.125
2018-06-05,0.0,25.125
2018-06-06,9.1,26.0
2018-06-07,5.5,22.5
2018-06-08,2.7,24.5
2018-06-09,1.8,25.5
2018-06-10,0.3,22.375
2018-06-11,6.6,22.375
2018-06-12,0.30000000000000004,22.625
2018-06-13,1.7,20.75
2018-06-14,1.4000000000000001,21.125
2018-06-15,0.0,27.5
2018-06-16,0.9,28.125
2018-06-17,3.0,27.25
2018-06-18,11.5,25.5
2018-06-19,1.1,23.375
2018-06-20,0.2,20.625
2018-06-21,0.1,17.0
2018-06-22,0.5,18.5
2018-06-23,0.1,19.75
2018-06-24,10.600000000000001,21.75
2018-06-25,1.5,19.75
2018-06-26,0.1,20.25
2018-06-27,0.0,23.25
2018-06-28,0.0,24.25
2018-06-29,0.0,28.25
2018-06-30,11.7,26.375
2018-07-01,0.0,21.75
2018-07-02,0.0,22.75
2018-07-03,0.0,25.75
2018-07-04,4.9,27.0
2018-07-05,0.0,22.75
2018-07-06,0.0,21.75
2018-07-07,0.0,22.125
2018-07-08,0.0,22.75
2018-07-09,0.0,25.25
2018-07-10,0.2,26.375
2018-07-11,0.5,27.0
2018-07-12,7.8999999999999995,27.625
2018-07-13,3.1,23.125
2018-07-14,0.5,22.625
2018-07-15,0.8,24.5
2018-07-16,0.9,21.25
2018-07-17,0.0,22.125
2018-07-18,0.0,22.125
2018-07-19,3.0,22.5
2018-07-20,0.1,20.5
2018-07-21,0.0,20.5
2018-07-22,0.0,21.25
2018-07-23,2.2,21.875
2018-07-24,0.0,20.5
2018-07-25,1.7,21.75
2018-07-26,0.0,18.5
2018-07-27,0.0,17.25
2018-07-28,0.5,18.625
2018-07-29,0.4,18.75
2018-07-30,0.6,18.875
2018-07-31,0.0,20.75
2018-08-01,0.4,21.0
2018-08-02,0.2,18.5
2018-08-03,0.0,24.375
2018-08-04,3.1,24.0
2018-08-05,5.3,23.5
2018-08-06,3.1,22.125
2018-08-07,8.3,21.5
2018-08-08,0.0,22.875
2018-08-09,0.0,23.75
2018-08-10,0.0,22.125
2018-08-11,0.0,22.625
2018-08-12,0.0,23.375
2018-08-13,0.0,24.25
2018-08-14,0.0,23.375
2018-08-15,2.9000000000000004,22.25
2018-08-16,2.7,20.625
2018-08-17,0.0,21.75
2018-08-18,0.0,21.75
2018-08-19,5.2,21.125
2018-08-20,32.3,18.25
2018-08-21,0.30000000000000004,17.625
2018-08-22,0.0,17.0
2018-08-23,0.3,18.0
2018-08-24,0.7000000000000001,21.625
2018-08-25,0.0,22.0
2018-08-26,1.9000000000000001,23.5
2018-08-27,0.3,26.625
2018-08-28,6.1000000000000005,19.375
2018-08-29,0.0,15.375
2018-08-30,0.1,18.5
2018-08-31,10.099999999999998,21.625
2018-09-01,12.1,23.625
2018-09-02,4.2,22.375
2018-09-03,0.8,21.25
2018-09-04,5.7,22.0
2018-09-05,1.7,19.875
2018-09-06,0.0,16.25
2018-09-07,0.0,15.25
2018-09-08,0.0,15.125
2018-09-09,0.0,15.75
2018-09-10,0.0,18.375
2018-09-11,0.0,20.375
2018-09-12,0.1,21.375
2018-09-13,0.0,22.0
2018-09-14,0.2,23.625
2018-09-15,0.0,25.125
2018-09-16,0.30000000000000004,24.625
2018-09-17,1.4,25.5
2018-09-18,0.2,22.375
2018-09-19,1.9000000000000001,21.625
2018-09-20,10.3,22.875
2018-09-21,0.0,12.5
2018-09-22,0.0,11.375
2018-09-23,0.0,16.625
2018-09-24,0.0,18.875
2018-09-25,1.7,13.0
2018-09-26,0.0,11.75
2018-09-27,0.3,14.625
2018-09-28,0.2,9.125
2018-09-29,0.5,6.5
2018-09-30,3.2,8.75
2018-10-01,3.4,10.25
2018-10-02,1.8,12.25
2018-10-03,0.0,21.875
2018-10-04,0.4,7.375
2018-10-05,1.2,11.25
2018-10-06,0.0,7.875
2018-10-07,1.0,9.0
2018-10-08,6.6000000000000005,13.75
2018-10-09,4.6,10.875
2018-10-10,0.0,7.875
2018-10-11,0.0,3.25
2018-10-12,0.2,4.5
2018-10-13,0.0,8.125
2018-10-14,1.1,2.25
2018-10-15,0.0,1.625
2018-10-16,0.0,8.0
2018-10-17,0.0,7.5
2018-10-18,0.0,12.125
2018-10-19,0.0,14.125
2018-10-20,0.0,6.375
2018-10-21,0.0,7.75
2018-10-22,0.0,11.0
2018-10-23,0.0,7.0
2018-10-24,0.0,7.875
2018-10-25,0.1,8.75
2018-10-26,0.1,8.0
2018-10-27,1.1,11.625
2018-10-28,0.0,10.75
2018-10-29,0.0,10.25
2018-10-30,0.0,11.0
2018-10-31,0.0,8.75
2018-11-01,0.0,9.125
2018-11-02,2.5,7.875
2018-11-03,2.3,5.75
2018-11-04,0.1,4.375
2018-11-05,1.7,4.75
2018-11-06,0.0,2.5
2018-11-07,0.0,-1.625
2018-11-08,0.0,-2.125
2018-11-09,0.0,-5.75
2018-11-10,0.0,-7.5
2018-11-11,0.0,-3.375
2018-11-12,0.0,-5.5
2018-11-13,0.0,-5.5
2018-11-14,0.0,0.125
2018-11-15,0.0,2.25
2018-11-16,0.6,2.125
2018-11-17,1.0,-4.0
2018-11-18,0.0,-5.625
2018-11-19,0.0,-2.625
2018-11-20,0.0,-2.625
2018-11-21,0.0,0.875
2018-11-22,0.0,5.125
2018-11-23,2.5,6.75
2018-11-24,0.0,4.625
2018-11-25,0.1,-3.375
2018-11-26,0.0,-7.375
2018-11-27,0.0,-7.875
2018-11-28,0.0,-4.125
2018-11-29,0.4,-1.375
2018-11-30,0.5,0.0
2018-12-01,6.2,0.875
2018-12-02,3.4000000000000004,-2.0
2018-12-03,0.2,-5.0
2018-12-04,0.2,-6.5
2018-12-05,0.0,-5.125
2018-12-06,0.0,-9.875
2018-12-07,0.2,-8.25
2018-12-08,0.2,-6.625
2018-12-09,0.0,-7.5
2018-12-10,0.0,-8.25
2018-12-11,0.0,-3.625
2018-12-12,0.0,-4.0
2018-12-13,0.0,-2.125
2018-12-14,0.0,-2.625
2018-12-15,0.0,-0.125
2018-12-16,0.0,0.375
2018-12-17,0.0,0.0
2018-12-18,0.0,2.375
2018-12-19,0.0,3.25
2018-12-20,0.0,0.75
2018-12-21,0.0,-2.625
2018-12-22,0.0,-1.125
2018-12-23,0.0,-1.625
2018-12-24,0.0,-2.0
2018-12-25,0.0,0.625
2018-12-26,0.0,0.875
2018-12-27,5.6,3.75
2018-12-28,0.4,-8.5
2018-12-29,0.0,-11.375
2018-12-30,0.0,-2.75
2018-12-31,0.2,-3.0
